event_id,timestamp,unit_number,credential_id,holder_type,access_point,direction,result
EVT-002151,2026-08-17T09:55:00+08:00,B-05-02,B-05-02-RES-1,resident,main_lobby,exit,granted
EVT-002311,2026-08-17T09:56:00+08:00,B-06-01,B-06-01-RES-2,resident,main_lobby,exit,granted
EVT-001431,2026-08-17T09:58:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,exit,granted
EVT-000931,2026-08-17T10:05:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,exit,granted
EVT-002577,2026-08-17T10:06:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,exit,granted
EVT-002365,2026-08-17T10:14:00+08:00,B-06-02,B-06-02-RES-1,resident,main_lobby,exit,granted
EVT-000279,2026-08-17T10:17:00+08:00,A-03-02,A-03-02-RES-1,resident,main_lobby,exit,granted
EVT-001285,2026-08-17T10:18:00+08:00,A-07-02,A-07-02-RES-2,resident,main_lobby,exit,granted
EVT-002525,2026-08-17T10:40:00+08:00,B-07-01,B-07-01-RES-2,resident,main_lobby,exit,granted
EVT-001029,2026-08-17T10:42:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,exit,granted
EVT-002736,2026-08-17T11:20:00+08:00,B-04-01,B-04-01-WK-16-2,visitor_qr,main_lobby,exit,granted
EVT-001482,2026-08-17T17:20:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,entry,granted
EVT-002060,2026-08-17T17:24:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,entry,granted
EVT-002894,2026-08-17T17:37:00+08:00,A-07-02,A-07-02-G-04,visitor_card,main_lobby,exit,granted
EVT-001238,2026-08-17T18:31:00+08:00,A-07-02,A-07-02-RES-1,resident,main_lobby,entry,granted
EVT-001638,2026-08-17T18:31:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,entry,granted
EVT-002104,2026-08-17T18:35:00+08:00,B-05-01,B-05-01-RES-2,resident,main_lobby,entry,granted
EVT-000428,2026-08-17T18:38:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,entry,granted
EVT-000230,2026-08-17T18:41:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,entry,granted
EVT-001338,2026-08-17T18:51:00+08:00,B-02-01,B-02-01-RES-1,resident,main_lobby,entry,granted
EVT-001076,2026-08-17T19:09:00+08:00,A-06-02,A-06-02-RES-2,resident,main_lobby,entry,granted
EVT-002260,2026-08-17T19:14:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,entry,granted
EVT-000280,2026-08-17T19:16:00+08:00,A-03-02,A-03-02-RES-1,resident,main_lobby,entry,granted
EVT-000880,2026-08-17T19:20:00+08:00,A-06-01,A-06-01-RES-1,resident,main_lobby,entry,granted
EVT-000026,2026-08-17T19:27:00+08:00,A-02-01,A-02-01-RES-1,resident,main_lobby,entry,granted
EVT-001586,2026-08-17T19:38:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,entry,granted
EVT-001950,2026-08-17T19:38:00+08:00,B-04-02,B-04-02-RES-1,resident,main_lobby,entry,granted
EVT-001692,2026-08-17T19:41:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,entry,granted
EVT-001126,2026-08-17T19:44:00+08:00,A-07-01,A-07-01-RES-1,resident,main_lobby,entry,granted
EVT-002152,2026-08-17T19:55:00+08:00,B-05-02,B-05-02-RES-1,resident,main_lobby,entry,granted
EVT-000682,2026-08-17T20:00:00+08:00,A-05-01,A-05-01-RES-2,resident,main_lobby,entry,granted
EVT-001030,2026-08-17T20:01:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,entry,granted
EVT-001388,2026-08-17T20:06:00+08:00,B-02-01,B-02-01-RES-2,resident,main_lobby,entry,granted
EVT-002634,2026-08-17T20:09:00+08:00,B-07-02,B-07-02-RES-2,resident,main_lobby,entry,granted
EVT-002863,2026-08-17T20:11:00+08:00,B-06-02,B-06-02-ACT-07,access_card,main_lobby,exit,granted
EVT-002879,2026-08-17T20:11:00+08:00,B-06-02,B-06-02-ACT-08,access_card,main_lobby,entry,granted
EVT-002578,2026-08-17T20:19:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,entry,granted
EVT-000734,2026-08-17T20:23:00+08:00,A-05-01,A-05-01-RES-3,resident,main_lobby,entry,granted
EVT-000978,2026-08-17T20:26:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,entry,granted
EVT-002312,2026-08-17T20:26:00+08:00,B-06-01,B-06-01-RES-2,resident,main_lobby,entry,granted
EVT-001898,2026-08-17T20:28:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,entry,granted
EVT-002366,2026-08-17T20:32:00+08:00,B-06-02,B-06-02-RES-1,resident,main_lobby,entry,granted
EVT-000382,2026-08-17T20:45:00+08:00,A-03-02,A-03-02-RES-3,resident,main_lobby,entry,granted
EVT-002008,2026-08-17T20:48:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,entry,granted
EVT-001432,2026-08-17T21:01:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,entry,granted
EVT-000580,2026-08-17T21:12:00+08:00,A-04-02,A-04-02-RES-1,resident,main_lobby,entry,granted
EVT-000780,2026-08-17T21:16:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,entry,granted
EVT-002468,2026-08-17T21:17:00+08:00,B-07-01,B-07-01-RES-1,resident,main_lobby,entry,granted
EVT-001530,2026-08-17T21:25:00+08:00,B-02-02,B-02-02-RES-2,resident,main_lobby,entry,granted
EVT-000932,2026-08-17T21:28:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,entry,granted
EVT-000526,2026-08-17T21:32:00+08:00,A-04-01,A-04-01-RES-3,resident,main_lobby,entry,granted
EVT-001844,2026-08-17T21:52:00+08:00,B-04-01,B-04-01-RES-2,resident,main_lobby,entry,granted
EVT-002526,2026-08-17T21:53:00+08:00,B-07-01,B-07-01-RES-2,resident,main_lobby,entry,granted
EVT-001286,2026-08-17T22:03:00+08:00,A-07-02,A-07-02-RES-2,resident,main_lobby,entry,granted
EVT-000182,2026-08-17T22:24:00+08:00,A-03-01,A-03-01-RES-1,resident,main_lobby,entry,granted
EVT-001744,2026-08-17T22:29:00+08:00,B-03-02,B-03-02-RES-1,resident,main_lobby,entry,granted
EVT-001180,2026-08-17T22:34:00+08:00,A-07-01,A-07-01-RES-2,resident,main_lobby,entry,granted
EVT-002831,2026-08-17T22:42:00+08:00,B-06-02,B-06-02-ACT-05,access_card,main_lobby,exit,granted
EVT-000078,2026-08-17T22:46:00+08:00,A-02-02,A-02-02-RES-1,resident,main_lobby,entry,granted
EVT-000334,2026-08-17T22:52:00+08:00,A-03-02,A-03-02-RES-2,resident,main_lobby,entry,granted
EVT-002697,2026-08-17T23:27:00+08:00,A-05-02,A-05-02-TEMP-05,visitor_card,main_lobby,entry,granted
EVT-002698,2026-08-18T05:27:00+08:00,A-05-02,A-05-02-TEMP-05,visitor_card,main_lobby,exit,granted
EVT-002261,2026-08-18T07:00:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,exit,granted
EVT-001483,2026-08-18T07:04:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,exit,granted
EVT-001639,2026-08-18T07:08:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,exit,granted
EVT-001339,2026-08-18T07:25:00+08:00,B-02-01,B-02-01-RES-1,resident,main_lobby,exit,granted
EVT-000735,2026-08-18T07:36:00+08:00,A-05-01,A-05-01-RES-3,resident,main_lobby,exit,granted
EVT-001951,2026-08-18T07:42:00+08:00,B-04-02,B-04-02-RES-1,resident,main_lobby,exit,granted
EVT-000027,2026-08-18T07:46:00+08:00,A-02-01,A-02-01-RES-1,resident,main_lobby,exit,granted
EVT-000231,2026-08-18T07:48:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,exit,granted
EVT-000335,2026-08-18T07:48:00+08:00,A-03-02,A-03-02-RES-2,resident,main_lobby,exit,granted
EVT-000881,2026-08-18T07:58:00+08:00,A-06-01,A-06-01-RES-1,resident,main_lobby,exit,granted
EVT-002469,2026-08-18T08:03:00+08:00,B-07-01,B-07-01-RES-1,resident,main_lobby,exit,granted
EVT-001389,2026-08-18T08:07:00+08:00,B-02-01,B-02-01-RES-2,resident,main_lobby,exit,granted
EVT-002635,2026-08-18T08:08:00+08:00,B-07-02,B-07-02-RES-2,resident,main_lobby,exit,granted
EVT-000183,2026-08-18T08:09:00+08:00,A-03-01,A-03-01-RES-1,resident,main_lobby,exit,granted
EVT-000281,2026-08-18T08:20:00+08:00,A-03-02,A-03-02-RES-1,resident,main_lobby,exit,granted
EVT-001287,2026-08-18T08:31:00+08:00,A-07-02,A-07-02-RES-2,resident,main_lobby,exit,granted
EVT-001181,2026-08-18T08:35:00+08:00,A-07-01,A-07-01-RES-2,resident,main_lobby,exit,granted
EVT-000683,2026-08-18T08:36:00+08:00,A-05-01,A-05-01-RES-2,resident,main_lobby,exit,granted
EVT-000429,2026-08-18T08:40:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,exit,granted
EVT-000477,2026-08-18T08:41:00+08:00,A-04-01,A-04-01-RES-2,resident,main_lobby,exit,granted
EVT-002061,2026-08-18T08:43:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,exit,granted
EVT-001077,2026-08-18T08:47:00+08:00,A-06-02,A-06-02-RES-2,resident,main_lobby,exit,granted
EVT-000131,2026-08-18T08:55:00+08:00,A-02-02,A-02-02-RES-2,resident,main_lobby,exit,granted
EVT-001693,2026-08-18T09:16:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,exit,granted
EVT-001239,2026-08-18T09:21:00+08:00,A-07-02,A-07-02-RES-1,resident,main_lobby,exit,granted
EVT-000831,2026-08-18T09:30:00+08:00,A-05-02,A-05-02-RES-2,resident,main_lobby,exit,granted
EVT-001531,2026-08-18T09:33:00+08:00,B-02-02,B-02-02-RES-2,resident,main_lobby,exit,granted
EVT-002153,2026-08-18T09:35:00+08:00,B-05-02,B-05-02-RES-1,resident,main_lobby,exit,granted
EVT-001433,2026-08-18T09:36:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,exit,granted
EVT-001899,2026-08-18T09:44:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,exit,granted
EVT-001587,2026-08-18T09:45:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,exit,granted
EVT-001031,2026-08-18T10:00:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,exit,granted
EVT-000933,2026-08-18T10:08:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,exit,granted
EVT-000979,2026-08-18T10:11:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,exit,granted
EVT-002009,2026-08-18T10:11:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,exit,granted
EVT-002527,2026-08-18T10:11:00+08:00,B-07-01,B-07-01-RES-2,resident,main_lobby,exit,granted
EVT-000629,2026-08-18T10:12:00+08:00,A-05-01,A-05-01-RES-1,resident,main_lobby,exit,granted
EVT-002105,2026-08-18T10:12:00+08:00,B-05-01,B-05-01-RES-2,resident,main_lobby,exit,granted
EVT-000527,2026-08-18T10:14:00+08:00,A-04-01,A-04-01-RES-3,resident,main_lobby,exit,granted
EVT-002579,2026-08-18T10:30:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,exit,granted
EVT-001845,2026-08-18T10:31:00+08:00,B-04-01,B-04-01-RES-2,resident,main_lobby,exit,granted
EVT-000781,2026-08-18T10:39:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,exit,granted
EVT-001791,2026-08-18T10:51:00+08:00,B-04-01,B-04-01-RES-1,resident,main_lobby,exit,granted
EVT-002680,2026-08-18T13:00:00+08:00,A-03-01,A-03-01-GUEST-08,visitor_card,main_lobby,entry,granted
EVT-002681,2026-08-18T13:04:00+08:00,A-03-01,A-03-01-GUEST-08,visitor_card,lift_lobby,entry,granted
EVT-001390,2026-08-18T17:03:00+08:00,B-02-01,B-02-01-RES-2,resident,main_lobby,entry,granted
EVT-002636,2026-08-18T17:04:00+08:00,B-07-02,B-07-02-RES-2,resident,main_lobby,entry,granted
EVT-000232,2026-08-18T17:15:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,entry,granted
EVT-001846,2026-08-18T17:18:00+08:00,B-04-01,B-04-01-RES-2,resident,main_lobby,entry,granted
EVT-000528,2026-08-18T17:22:00+08:00,A-04-01,A-04-01-RES-3,resident,main_lobby,entry,granted
EVT-000832,2026-08-18T17:23:00+08:00,A-05-02,A-05-02-RES-2,resident,main_lobby,entry,granted
EVT-001032,2026-08-18T17:33:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,entry,granted
EVT-001792,2026-08-18T17:33:00+08:00,B-04-01,B-04-01-RES-1,resident,main_lobby,entry,granted
EVT-000882,2026-08-18T17:41:00+08:00,A-06-01,A-06-01-RES-1,resident,main_lobby,entry,granted
EVT-000282,2026-08-18T17:47:00+08:00,A-03-02,A-03-02-RES-1,resident,main_lobby,entry,granted
EVT-001340,2026-08-18T17:56:00+08:00,B-02-01,B-02-01-RES-1,resident,main_lobby,entry,granted
EVT-000630,2026-08-18T18:08:00+08:00,A-05-01,A-05-01-RES-1,resident,main_lobby,entry,granted
EVT-002470,2026-08-18T18:09:00+08:00,B-07-01,B-07-01-RES-1,resident,main_lobby,entry,granted
EVT-002580,2026-08-18T18:14:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,entry,granted
EVT-001952,2026-08-18T18:26:00+08:00,B-04-02,B-04-02-RES-1,resident,main_lobby,entry,granted
EVT-000336,2026-08-18T18:30:00+08:00,A-03-02,A-03-02-RES-2,resident,main_lobby,entry,granted
EVT-001182,2026-08-18T18:31:00+08:00,A-07-01,A-07-01-RES-2,resident,main_lobby,entry,granted
EVT-000736,2026-08-18T18:33:00+08:00,A-05-01,A-05-01-RES-3,resident,main_lobby,entry,granted
EVT-000430,2026-08-18T18:39:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,entry,granted
EVT-002262,2026-08-18T18:41:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,entry,granted
EVT-000132,2026-08-18T18:51:00+08:00,A-02-02,A-02-02-RES-2,resident,main_lobby,entry,granted
EVT-002106,2026-08-18T18:51:00+08:00,B-05-01,B-05-01-RES-2,resident,main_lobby,entry,granted
EVT-001484,2026-08-18T19:10:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,entry,granted
EVT-002010,2026-08-18T19:35:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,entry,granted
EVT-001694,2026-08-18T20:03:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,entry,granted
EVT-001288,2026-08-18T20:07:00+08:00,A-07-02,A-07-02-RES-2,resident,main_lobby,entry,granted
EVT-002154,2026-08-18T20:08:00+08:00,B-05-02,B-05-02-RES-1,resident,main_lobby,entry,granted
EVT-000684,2026-08-18T20:11:00+08:00,A-05-01,A-05-01-RES-2,resident,main_lobby,entry,granted
EVT-001078,2026-08-18T20:20:00+08:00,A-06-02,A-06-02-RES-2,resident,main_lobby,entry,granted
EVT-001532,2026-08-18T20:58:00+08:00,B-02-02,B-02-02-RES-2,resident,main_lobby,entry,granted
EVT-002528,2026-08-18T21:07:00+08:00,B-07-01,B-07-01-RES-2,resident,main_lobby,entry,granted
EVT-001434,2026-08-18T21:09:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,entry,granted
EVT-001900,2026-08-18T21:09:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,entry,granted
EVT-000934,2026-08-18T21:26:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,entry,granted
EVT-001640,2026-08-18T21:27:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,entry,granted
EVT-000980,2026-08-18T21:30:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,entry,granted
EVT-001240,2026-08-18T21:36:00+08:00,A-07-02,A-07-02-RES-1,resident,main_lobby,entry,granted
EVT-000782,2026-08-18T22:01:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,entry,granted
EVT-002062,2026-08-18T22:14:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,entry,granted
EVT-000028,2026-08-18T22:16:00+08:00,A-02-01,A-02-01-RES-1,resident,main_lobby,entry,granted
EVT-000478,2026-08-18T22:38:00+08:00,A-04-01,A-04-01-RES-2,resident,main_lobby,entry,granted
EVT-001588,2026-08-18T22:41:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,entry,granted
EVT-000184,2026-08-18T22:44:00+08:00,A-03-01,A-03-01-RES-1,resident,main_lobby,entry,granted
EVT-002880,2026-08-19T06:31:00+08:00,B-06-02,B-06-02-ACT-08,access_card,main_lobby,entry,granted
EVT-002800,2026-08-19T06:36:00+08:00,B-06-02,B-06-02-ACT-03,access_card,main_lobby,exit,granted
EVT-001079,2026-08-19T07:00:00+08:00,A-06-02,A-06-02-RES-2,resident,main_lobby,exit,granted
EVT-001127,2026-08-19T07:06:00+08:00,A-07-01,A-07-01-RES-1,resident,main_lobby,exit,granted
EVT-000833,2026-08-19T07:26:00+08:00,A-05-02,A-05-02-RES-2,resident,main_lobby,exit,granted
EVT-002263,2026-08-19T07:29:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,exit,granted
EVT-001953,2026-08-19T07:30:00+08:00,B-04-02,B-04-02-RES-1,resident,main_lobby,exit,granted
EVT-000685,2026-08-19T07:33:00+08:00,A-05-01,A-05-01-RES-2,resident,main_lobby,exit,granted
EVT-001289,2026-08-19T07:33:00+08:00,A-07-02,A-07-02-RES-2,resident,main_lobby,exit,granted
EVT-000935,2026-08-19T07:35:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,exit,granted
EVT-000233,2026-08-19T07:39:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,exit,granted
EVT-002209,2026-08-19T07:47:00+08:00,B-05-02,B-05-02-RES-2,resident,main_lobby,exit,granted
EVT-000185,2026-08-19T07:49:00+08:00,A-03-01,A-03-01-RES-1,resident,main_lobby,exit,granted
EVT-001745,2026-08-19T07:52:00+08:00,B-03-02,B-03-02-RES-1,resident,main_lobby,exit,granted
EVT-000883,2026-08-19T07:58:00+08:00,A-06-01,A-06-01-RES-1,resident,main_lobby,exit,granted
EVT-000283,2026-08-19T08:12:00+08:00,A-03-02,A-03-02-RES-1,resident,main_lobby,exit,granted
EVT-000581,2026-08-19T08:15:00+08:00,A-04-02,A-04-02-RES-1,resident,main_lobby,exit,granted
EVT-000981,2026-08-19T08:19:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,exit,granted
EVT-001183,2026-08-19T08:20:00+08:00,A-07-01,A-07-01-RES-2,resident,main_lobby,exit,granted
EVT-000383,2026-08-19T08:31:00+08:00,A-03-02,A-03-02-RES-3,resident,main_lobby,exit,granted
EVT-000431,2026-08-19T08:40:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,exit,granted
EVT-002637,2026-08-19T08:46:00+08:00,B-07-02,B-07-02-RES-2,resident,main_lobby,exit,granted
EVT-002313,2026-08-19T08:47:00+08:00,B-06-01,B-06-01-RES-2,resident,main_lobby,exit,granted
EVT-001435,2026-08-19T08:53:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,exit,granted
EVT-001695,2026-08-19T08:55:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,exit,granted
EVT-001033,2026-08-19T09:01:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,exit,granted
EVT-002471,2026-08-19T09:02:00+08:00,B-07-01,B-07-01-RES-1,resident,main_lobby,exit,granted
EVT-002011,2026-08-19T09:19:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,exit,granted
EVT-002367,2026-08-19T09:31:00+08:00,B-06-02,B-06-02-RES-1,resident,main_lobby,exit,granted
EVT-000737,2026-08-19T09:41:00+08:00,A-05-01,A-05-01-RES-3,resident,main_lobby,exit,granted
EVT-000783,2026-08-19T09:41:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,exit,granted
EVT-001341,2026-08-19T09:49:00+08:00,B-02-01,B-02-01-RES-1,resident,main_lobby,exit,granted
EVT-001901,2026-08-19T09:51:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,exit,granted
EVT-000631,2026-08-19T09:54:00+08:00,A-05-01,A-05-01-RES-1,resident,main_lobby,exit,granted
EVT-002581,2026-08-19T09:58:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,exit,granted
EVT-000133,2026-08-19T10:01:00+08:00,A-02-02,A-02-02-RES-2,resident,main_lobby,exit,granted
EVT-000079,2026-08-19T10:09:00+08:00,A-02-02,A-02-02-RES-1,resident,main_lobby,exit,granted
EVT-001793,2026-08-19T10:09:00+08:00,B-04-01,B-04-01-RES-1,resident,main_lobby,exit,granted
EVT-002063,2026-08-19T10:22:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,exit,granted
EVT-001641,2026-08-19T10:27:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,exit,granted
EVT-001241,2026-08-19T10:50:00+08:00,A-07-02,A-07-02-RES-1,resident,main_lobby,exit,granted
EVT-001589,2026-08-19T10:54:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,exit,granted
EVT-000337,2026-08-19T10:58:00+08:00,A-03-02,A-03-02-RES-2,resident,main_lobby,exit,granted
EVT-002682,2026-08-19T16:00:00+08:00,A-03-01,A-03-01-GUEST-08,visitor_card,main_lobby,exit,granted
EVT-000384,2026-08-19T17:08:00+08:00,A-03-02,A-03-02-RES-3,resident,main_lobby,entry,granted
EVT-000582,2026-08-19T17:09:00+08:00,A-04-02,A-04-02-RES-1,resident,main_lobby,entry,granted
EVT-001290,2026-08-19T17:23:00+08:00,A-07-02,A-07-02-RES-2,resident,main_lobby,entry,granted
EVT-000632,2026-08-19T17:32:00+08:00,A-05-01,A-05-01-RES-1,resident,main_lobby,entry,granted
EVT-001794,2026-08-19T17:42:00+08:00,B-04-01,B-04-01-RES-1,resident,main_lobby,entry,granted
EVT-001696,2026-08-19T17:54:00+08:00,B-03-01,B-03-01-RES-3,resident,main_lobby,entry,granted
EVT-000432,2026-08-19T17:57:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,entry,granted
EVT-002848,2026-08-19T18:04:00+08:00,B-06-02,B-06-02-ACT-06,access_card,main_lobby,entry,granted
EVT-000234,2026-08-19T18:15:00+08:00,A-03-01,A-03-01-RES-2,resident,main_lobby,entry,granted
EVT-000080,2026-08-19T18:18:00+08:00,A-02-02,A-02-02-RES-1,resident,main_lobby,entry,granted
EVT-002784,2026-08-19T18:18:00+08:00,B-06-02,B-06-02-ACT-02,access_card,main_lobby,exit,granted
EVT-000884,2026-08-19T18:26:00+08:00,A-06-01,A-06-01-RES-1,resident,main_lobby,entry,granted
EVT-002816,2026-08-19T18:41:00+08:00,B-06-02,B-06-02-ACT-04,access_card,main_lobby,entry,granted
EVT-001128,2026-08-19T18:42:00+08:00,A-07-01,A-07-01-RES-1,resident,main_lobby,entry,granted
EVT-000134,2026-08-19T18:47:00+08:00,A-02-02,A-02-02-RES-2,resident,main_lobby,entry,granted
EVT-000284,2026-08-19T18:47:00+08:00,A-03-02,A-03-02-RES-1,resident,main_lobby,entry,granted
EVT-001746,2026-08-19T18:54:00+08:00,B-03-02,B-03-02-RES-1,resident,main_lobby,entry,granted
EVT-002472,2026-08-19T18:54:00+08:00,B-07-01,B-07-01-RES-1,resident,main_lobby,entry,granted
EVT-000686,2026-08-19T19:04:00+08:00,A-05-01,A-05-01-RES-2,resident,main_lobby,entry,granted
EVT-000338,2026-08-19T19:11:00+08:00,A-03-02,A-03-02-RES-2,resident,main_lobby,entry,granted
EVT-000738,2026-08-19T19:15:00+08:00,A-05-01,A-05-01-RES-3,resident,main_lobby,entry,granted
EVT-001342,2026-08-19T19:20:00+08:00,B-02-01,B-02-01-RES-1,resident,main_lobby,entry,granted
EVT-002582,2026-08-19T19:25:00+08:00,B-07-02,B-07-02-RES-1,resident,main_lobby,entry,granted
EVT-001902,2026-08-19T19:27:00+08:00,B-04-01,B-04-01-RES-3,resident,main_lobby,entry,granted
EVT-001080,2026-08-19T19:28:00+08:00,A-06-02,A-06-02-RES-2,resident,main_lobby,entry,granted
EVT-001590,2026-08-19T19:29:00+08:00,B-03-01,B-03-01-RES-1,resident,main_lobby,entry,granted
EVT-000784,2026-08-19T19:30:00+08:00,A-05-02,A-05-02-RES-1,resident,main_lobby,entry,granted
EVT-002768,2026-08-19T19:49:00+08:00,B-06-02,B-06-02-ACT-01,access_card,main_lobby,entry,granted
EVT-001242,2026-08-19T19:57:00+08:00,A-07-02,A-07-02-RES-1,resident,main_lobby,entry,granted
EVT-002864,2026-08-19T20:05:00+08:00,B-06-02,B-06-02-ACT-07,access_card,main_lobby,exit,granted
EVT-000186,2026-08-19T20:14:00+08:00,A-03-01,A-03-01-RES-1,resident,main_lobby,entry,granted
EVT-001642,2026-08-19T20:24:00+08:00,B-03-01,B-03-01-RES-2,resident,main_lobby,entry,granted
EVT-001436,2026-08-19T20:34:00+08:00,B-02-01,B-02-01-RES-3,resident,main_lobby,entry,granted
EVT-001184,2026-08-19T20:39:00+08:00,A-07-01,A-07-01-RES-2,resident,main_lobby,entry,granted
EVT-002638,2026-08-19T20:42:00+08:00,B-07-02,B-07-02-RES-2,resident,main_lobby,entry,granted
EVT-000936,2026-08-19T20:43:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,entry,granted
EVT-000834,2026-08-19T21:19:00+08:00,A-05-02,A-05-02-RES-2,resident,main_lobby,entry,granted
EVT-002012,2026-08-19T21:22:00+08:00,B-04-02,B-04-02-RES-2,resident,main_lobby,entry,granted
EVT-002210,2026-08-19T21:33:00+08:00,B-05-02,B-05-02-RES-2,resident,main_lobby,entry,granted
EVT-002064,2026-08-19T21:34:00+08:00,B-05-01,B-05-01-RES-1,resident,main_lobby,entry,granted
EVT-002368,2026-08-19T21:34:00+08:00,B-06-02,B-06-02-RES-1,resident,main_lobby,entry,granted
EVT-001034,2026-08-19T21:52:00+08:00,A-06-02,A-06-02-RES-1,resident,main_lobby,entry,granted
EVT-002264,2026-08-19T22:03:00+08:00,B-06-01,B-06-01-RES-1,resident,main_lobby,entry,granted
EVT-000982,2026-08-19T22:09:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,entry,granted
EVT-001954,2026-08-19T22:30:00+08:00,B-04-02,B-04-02-RES-1,resident,main_lobby,entry,granted
EVT-002314,2026-08-19T22:54:00+08:00,B-06-01,B-06-01-RES-2,resident,main_lobby,entry,granted
EVT-002832,2026-08-19T22:55:00+08:00,B-06-02,B-06-02-ACT-05,access_card,main_lobby,entry,granted
EVT-001243,2026-08-20T07:02:00+08:00,A-07-02,A-07-02-RES-1,resident,main_lobby,exit,granted
EVT-001847,2026-08-20T07:06:00+08:00,B-04-01,B-04-01-RES-2,resident,main_lobby,exit,granted
EVT-002107,2026-08-20T07:11:00+08:00,B-05-01,B-05-01-RES-2,resident,main_lobby,exit,granted
EVT-000433,2026-08-20T07:19:00+08:00,A-04-01,A-04-01-RES-1,resident,main_lobby,exit,granted
EVT-000937,2026-08-20T07:25:00+08:00,A-06-01,A-06-01-RES-2,resident,main_lobby,exit,granted
EVT-000983,2026-08-20T07:35:00+08:00,A-06-01,A-06-01-RES-3,resident,main_lobby,exit,granted
EVT-001485,2026-08-20T07:35:00+08:00,B-02-02,B-02-02-RES-1,resident,main_lobby,exit,granted
